propertyCode,thumbnail,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,externalReference,parkingSpace,neighborhood
33900106,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/93/ba/41/271211281.webp,29,3,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mês'}}",flat,rent,90.0,2,1,rua Engenheiro Quartin Graça,Lisboa,Santa Clara,,pt,38.7828402,-9.162878,False,https://www.idealista.pt/imovel/33900106/,"Apartamento T2 no terceiro e último andar de prédio em zona residencial da Ameixoeira, junto ao Lumiar. Constituído por cozinha semi-equipada (fogão, forno, esquentador), sala ampla, dois quartos virados a oeste e com acesso a uma varanda aberta espaçosa, despensa e wc com duche de boas dimensões. Dispõe de caixilharia com vidros duplos, optimizada para o melhor conforto térmico e acústico. Com todo o tipo de comércio, serviços, instituições e transportes públicos em redor, tais como supermercados, restaurantes, farmácia, correios, jardins, escolas, autocarros, entre muitos outros pontos de interesse.",True,good,False,False,13.0,{'typology': 'flat'},"{'subtitle': 'Santa Clara, Lisboa', 'title': 'Apartamento na rua Engenheiro Quartin Graça'}",False,False,False,False,False,False,LIL021-2025,,
33900110,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0a/d3/84/271210141.webp,65,15,7500.0,"{'price': {'amount': 7500.0, 'currencySuffix': '€/mês'}}",duplex,rent,337.0,6,5,"Azinhaga das Galhardas, 17",Lisboa,Alvalade,Campo Grande,pt,38.7537155,-9.165977,True,https://www.idealista.pt/imovel/33900110/,"Conheça - EDEN SKY - O PARAÍSO DENTRO DA CIDADE! Esta foi a designação escolhida para este imperial Duplex T6 que traduz a perfeição paradisíaca e que alia qualidade de vida, num condomínio rodeado de espaços verdes, segurança, modernidade e conforto.  Um verdadeiro oásis para uma vida com felicidade plena. O apartamento encontra-se equipado e mobilado. As suas magníficas áreas são distribuídas entre dois diferentes pisos, ligados entre si por uma belíssima escadaria em madeira e guarda em vidro.  Os acabamentos são de primeiríssima qualidade: desde o soalho, ar condicionado embutido, janelas de caixilharia em vidro duplo, estores elétricos e casas de banho com louças e móveis suspensos.  - Arrendatários com contrato de trabalho e com pelo menos 6 meses de recibos de vencimento para apresentar; - Extratos Bancários com prova de recepção de vencimento; - IRS de 2023; - Fiadores com a mesma documentação; - Necessário pagamento de 2 meses de renda e 3 de caução. Piso 0:  A zona social conta com 58m2 entre a sala de jantar e a esplendorosa sala de estar, que é o local perfeito para contemplar fabulosas vistas cidade. A cozinha encontra-se totalmente equipada com eletrodomésticos da marca Bosch e com zona de lavandaria. Neste piso, encontramos ainda uma espaçosa suíte que oferece um closet e uma casa de banho com base de duche. Piso 1:  Piso mais privativo, para descanso e separação da zona social do piso 0, onde o hall centra-se entre 2 quartos, uma casa de banho, 1 suíte e 1 master suíte.  Os 2 quartos contam com roupeiros e partilham uma casa de banho completa de excelentes dimensões.  A suíte dispõe de múltiplos roupeiros em closet e uma excelente casa de banho com base de duche. Na incrível master suíte, as áreas são de excelência, para além de dispor de roupeiros extensos com excelente arrumação e uma ótima casa de banho com banheira.  O apartamento usufrui ainda de 4 lugares de parqueamento e uma excelente arrecadação. A piscina do condomínio conta com uma cascata e é ideal para refrescar nos dias de verão e até relaxar nos dias de inverno, com banhos de água aquecida e injetores de hidromassagem. As zonas verdes são ideais para exercício, meditação, convívio ou até um passeio de descontração e diversão no parque para crianças. Este condomínio privado apresenta altos padrões de arquitetura, oferece um serviço de portaria, videovigilância 24 horas e identificação por impressão digital. Localização: Situa-se num verdadeiro ""Paraíso"" de posição da localização: na fronteira entre Alvalade e Laranjeiras, encontramos este prestigiado condomínio - o “Mais Campo Grande”.  Privilegiado de todo o tipo comércio e serviços nos arredores, desde farmácias, ginásios, restaurantes e cafés, supermercados, universidades, escolas, Hospital Santa Maria e belíssimos jardins - num pequeno raio, tudo o que precisamos para uma vida feliz, calma e com tudo à mão. Ao nível de acessos, encontra-se numa posição de destaque para a rápida mobilidade, estando a menos de um minuto da 2ª Circular, a 3 minutos do Eixo Norte-Sul e a 8 minutos do Aeroporto. O Metro do Campo Grande fica a apenas 11 minutos a pé. Características Principais: - Sala de estar com 45m2; - Cozinha com equipamentos Bosch, móveis em lacado branco e bancadas em pedra granito Angola; - 3 Suítes + 2 Quartos + 1 Escritório/Sala de Jantar; - 5 Casas de banho: 3 em suíte + 1 completa e 1 social; - 4 lugares de parqueamento; - Excelente arrecadação; - Portas, roupeiros e móveis de cozinha em branco lacado; - Ar Condicionado embutido; - Caixilharia em vidros duplos;  - Estores elétricos; - Zona de lavandaria com máquinas de lavar e secar Bosch; - Bloco do condomínio com 3 elevadores; - Serviço de portaria e videovigilância. Equipa DIAMOND'S PORTUGAL Powered by: Agência Kasas de Portugal - AMI 9049.",True,good,False,True,22.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Alvalade, Lisboa', 'title': 'Duplex em Azinhaga das Galhardas, 17'}",True,True,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
31437672,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/af/41/02/154738769.webp,20,ss,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,90.0,2,1,estrada da Ameixoeira,Lisboa,Santa Clara,,pt,38.7778657,-9.1611653,False,https://www.idealista.pt/imovel/31437672/,"Apartamento T2 equivalente a um 2º andar, virado a poente, completamente remodelado em Estrada da Ameixoeira 23, a apenas 300 metros do Metro da Ameixoeira. Com uma sala espaçosa de 21m2, equipada com sofá, móvel e televisão, e um hall de 10m2. Possui 2 quartos com camas de corpo e  meio, cozinha com 14m2 equipada com máquinas encastradas, placa, forno, frigorífico combinado, máquina de lavar roupa, máquina de lavar loiça e termoacumulador. Vidros duplos e estores elétricos, garantindo conforto e segurança. Com uma área bruta de 90m² e área útil de 88m², este apartamento no terceiro andar (sem elevador) é uma excelente opção para quem busca conforto e praticidade. Orientação Oeste. Cozinha equipada com eletrodomésticos e casa mobilada.  Pede-se comprovativo de rendimentos. No início do contrato são pedidas duas rendas e duas cauções.",False,good,False,False,12.0,{'typology': 'flat'},"{'subtitle': 'Santa Clara, Lisboa', 'title': 'Apartamento na estrada da Ameixoeira'}",False,False,False,False,False,False,,,
33900052,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ab/5c/5b/271208282.webp,25,3,1650.0,"{'price': {'amount': 1650.0, 'currencySuffix': '€/mês'}}",flat,rent,72.0,2,1,rua de Cabo Verde,Lisboa,Arroios,Anjos,pt,38.7260301,-9.1314738,False,https://www.idealista.pt/imovel/33900052/,"Apartamento T2, num 3º andar, em Arroios | Lisboa. Inserido em prédio sem elevador, totalmente equipado e mobilado. Recentemente remodelado, conta com muita luz natural, com janelas oscilo-batentes e ar condicionado e com um rooftop comum a todo o prédio com vista para o rio. Cozinha totalmente equipada com todos os eletrodomésticos: frigorífico combinado SMEG, forno, placa e respectivo exaustor, máquina de lavar loiça; bem como os pequenos electrodomésticos.   Localização fantástica, a 3 minutos da Estação de Metro de Arroios e a 5 minutos da Estação dos Anjos, perto de todo o tipo de serviços, restaurantes, comércio, farmácia, e a apenas 5 minutos de carro da Praça do Rossio e do Castelo de São Jorge.   Composto por: Hall de entrada com roupeiro, sala com varanda, cozinha equipada, 2 quartos e 1 casa de banho completa.   A informação disponibilizada não dispensa a sua confirmação e não pode ser considerada vinculativa.   Para mais informações e/ou visita, contacte-me!     2 bedroom apartment, on the 3rd floor, in Arroios | Lisbon. Inserted in a building without an elevator, fully equipped and furnished. Recently refurbished, it has plenty of natural light, with swinging windows and air conditioning and a rooftop common to the whole building overlooking the river. Fully equipped kitchen with all appliances: SMEG combined fridge, oven, hob and extractor hood, dishwasher; as well as small appliances.   Fantastic location, 3 minutes from Arroios Metro Station and 5 minutes from Anjos Station, close to all kinds of services, restaurants, shops, pharmacy, and just a 5-minute drive from Rossio Square and São Jorge Castle.   Comprising: Entrance hall with closet, living room with balcony, fitted kitchen, 2 bedrooms and 1 full bathroom.   The information provided does not dispense with confirmation and cannot be considered binding.   For more information and/or a viewing, please contact me! Licença de Utilização - isento 1940.",False,good,False,False,23.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Apartamento na rua de Cabo Verde'}",False,False,False,False,False,False,124071237-155,,
33860038,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/6d/ce/268807237.webp,19,,1288.0,"{'price': {'amount': 1288.0, 'currencySuffix': '€/mês'}}",flat,rent,24.0,1,1,beco do Garcês,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7117939,-9.1310558,False,https://www.idealista.pt/imovel/33860038/,"Disponível em: 16/02/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  NOT INCLUDED IN PRICE: Cleaning Fee(NOT OPTIONAL, NOT REFUNDABLE): 50 (FlatPerStay - a fixed value will be added once per whole stay)    Cleaning fee: 50 O apartamento está a partir do dia 2025-02-16. O apartamento tem uma área total de 24 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,54.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Apartamento no beco do Garcês'}",False,False,False,False,False,False,166278_181224,,
33900015,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4f/d7/e2/271207247.webp,39,3,3200.0,"{'price': {'amount': 3200.0, 'currencySuffix': '€/mês'}}",flat,rent,50.0,1,1,beco dos Cativos,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7115132,-9.126932,False,https://www.idealista.pt/imovel/33900015/,"Disponível em: 09/02/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-02-09. Há 1 quarto(s), 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,64.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Apartamento no beco dos Cativos'}",False,False,False,False,False,False,131654_140125,,
33900013,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/69/86/e9/271207169.webp,31,2,9000.0,"{'price': {'amount': 9000.0, 'currencySuffix': '€/mês'}}",flat,rent,50.0,3,2,rua Dom Duarte,Lisboa,Santa Maria Maior,Rossio - Martim Moniz,pt,38.714233,-9.1390181,False,https://www.idealista.pt/imovel/33900013/,"Disponível em: 03/02/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-02-03. Há 3 quarto(s), 2 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,180.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Apartamento na rua Dom Duarte'}",False,False,False,False,False,False,131684_140125,,
33900012,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/78/9d/ee/271207063.webp,22,2,3300.0,"{'price': {'amount': 3300.0, 'currencySuffix': '€/mês'}}",studio,rent,50.0,0,1,rua dos Fanqueiros,Lisboa,Santa Maria Maior,Baixa,pt,38.7122939,-9.137835,False,https://www.idealista.pt/imovel/33900012/,"Disponível em: 10/03/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-03-10. Há 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,66.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'T0 na rua dos Fanqueiros'}",False,False,False,False,False,False,131834_140125,,
33899986,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bb/06/4f/271206912.webp,15,3,960.0,"{'price': {'amount': 960.0, 'currencySuffix': '€/mês'}}",flat,rent,19.0,1,1,rua Margarida de Abreu,Lisboa,Areeiro,Casal Vistoso,pt,38.7458515,-9.1289026,False,https://www.idealista.pt/imovel/33899986/,"Disponível em: 01/02/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Administrative fee: €250 (Charged only at the signature of the contract) Aviso de cancelamento: 2 meses O apartamento está a partir do dia 2025-02-01. O apartamento tem uma área total de 19 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 3 mês/meses. É possível reservar diretamente online.",False,good,False,False,51.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Apartamento na rua Margarida de Abreu'}",False,False,False,False,False,False,134483_231224,,
33899978,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e0/f7/c3/271206492.webp,18,,990.0,"{'price': {'amount': 990.0, 'currencySuffix': '€/mês'}}",flat,rent,20.0,1,1,rua Lucinda Simões,Lisboa,Arroios,São Jorge de Arroios,pt,38.7343123,-9.1325663,False,https://www.idealista.pt/imovel/33899978/,"Disponível em: 01/02/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Administrative Fee: €400  *Besides the administration fee and the security deposit, the landlord also asks for the payment of the last month's rent before the check-in date. O apartamento está a partir do dia 2025-02-01. O apartamento tem uma área total de 20 metros quadrados. Há 1 quarto(s), 1 banheiro(s). As despesas do condomínio não estão incluídas no aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,50.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Apartamento na rua Lucinda Simões'}",False,False,False,False,False,False,180160_100125,,Alameda - Praça do Chile - Almirante Reis
33899957,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/61/e5/9a/271205862.webp,62,,4224.0,"{'price': {'amount': 4224.0, 'currencySuffix': '€/mês'}}",flat,rent,131.0,2,2,largo das Palmeiras,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,38.7275756,-9.1456477,False,https://www.idealista.pt/imovel/33899957/,"Disponível em: 15/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  NOT INCLUDED IN PRICE: Cleaning Fee(NOT OPTIONAL, NOT REFUNDABLE): 80 (FlatPerStay - a fixed value will be added once per whole stay)    Cleaning fee: 80 O apartamento está imediatamente. O apartamento tem uma área total de 131 metros quadrados. Há 2 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,True,32.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento no largo das Palmeiras'}",False,False,False,False,False,False,166274_140125,,
33899928,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ed/a4/a1/271205175.webp,17,2,2000.0,"{'price': {'amount': 2000.0, 'currencySuffix': '€/mês'}}",flat,rent,97.0,3,3,rua Fernando Assis Pacheco,Lisboa,Campo de Ourique,Centro,pt,38.7138473,-9.1669824,False,https://www.idealista.pt/imovel/33899928/,"� Arrenda-se Apartamento T3 Remodelado e Mobilado em Campo de Ourique. Excelente apartamento T3 recentemente remodelado e mobilado com acabamentos modernos e Luxuosos, situado em Campo de Ourique, um dos bairros mais centrais e procurados de Lisboa. Características do Imóvel: - Totalmente mobilado: Apartamento equipado e decorado com bom gosto, pronto a habitar. - 3 casas de banho: Amplas e modernas, ideais para o conforto de toda a família. - Cozinha equipada: Cozinha funcional, equipada com eletrodomésticos novos. Campo de Ourique: Bairro tranquilo e seguro, com excelente oferta de comércio e serviços, próximo de tudo o que necessita. Perto de supermercados, restaurantes, farmácias e do conhecido Mercado de Campo de Ourique. Bem servido de transportes públicos, com ligação rápida para todas as localidades. Disponível para entrada imediata. Entre em contacto para mais detalhes e agendamento de visitas. LU: Isento, anterior ao ano 1951.",False,good,False,False,21.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento na rua Fernando Assis Pacheco'}",True,False,False,False,False,False,122181471-22,,
33899815,https://img4.idealista.pt/blur/WEB_LISTING/180/id.pro.pt.image.master/06/da/40/271201830.webp,9,4,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mês'}}",flat,rent,60.0,1,1,"avenida Columbano Bordalo Pinheiro, 71",Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7381666,-9.1625001,True,https://www.idealista.pt/imovel/33899815/,"Apresentamos este acolhedor apartamento T1, praticamente novo, ideal para quem procura conforto e tranquilidade num ambiente familiar. Localizado no 4. º andar de um prédio bem conservado, com dois elevadores, o imóvel beneficia de excelente luminosidade natural e de uma vista encantadora para um jardim. Características principais: Localização privilegiada, a poucos minutos da Praça de Espanha. A excelente luz natural torna o espaço ainda mais agradável. O prédio é familiar e tranquilo, perfeito para quem valoriza sossego. Vista para um bonito jardim. Condições de arrendamento: Renda mensal: 1000 €. Garantias: dois meses de renda adiantada, um mês de caução e fiador. Não perca a oportunidade de viver neste espaço único. Entre em contacto para agendar a sua visita!",False,good,False,True,17.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento na avenida Columbano Bordalo Pinheiro, 71'}",False,False,False,False,False,False,,,
33899868,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/95/82/01/271203546.webp,24,,1750.0,"{'price': {'amount': 1750.0, 'currencySuffix': '€/mês'}}",flat,rent,75.0,2,1,rua Newton s/n,Lisboa,Arroios,Anjos,pt,38.7278958,-9.1334085,True,https://www.idealista.pt/imovel/33899868/,"T2 Arroios - Bairro dos Ingleses Apartamento T2 localizado em Arroios, no Bairro dos Ingleses, em ótimo estado de conservação, pronto a entrar. A cozinha será entregue completamente equipada, e possui zona de lavandaria.   Sala com varanda e ar condicionado.  Dois quartos com roupeiro, o maior com ar condicionado. Despensa no Hall. Janelas com vidro duplo. Prédio com elevador e um lugar de estacionamento.   A 2 min a pé do metro dos Anjos.  Muito comércio e serviços em redor. Jardim do Caracol de Penha a pouca distância. Possibilidade de ser arrendado mobilado (renda passa a 2.000 €/mês). [EN] 2 Bedroom Apartment Arroios - Bairro dos Ingleses 2 bedroom apartment located in Arroios, in the Bairro dos Ingleses, in excellent condition, ready to move into. The kitchen will be delivered fully equipped and has a laundry area. Living room with balcony and air conditioning. Two bedrooms with closets, the largest with air conditioning. Utility room in the hall. Double-glazed windows. Building with elevator and one parking space. A 2-minute walk from the Anjos metro. Lots of shops and services around. Caracol de Penha garden just a short walk away. Can be rented furnished (rent goes up to €2,000/month). Licença de utilização: 166/93.",True,good,False,,23.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Apartamento na rua Newton s/n'}",False,False,False,False,False,False,KWPT-010218,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
33899788,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/7b/e4/271201955.webp,18,2,1800.0,"{'price': {'amount': 1800.0, 'currencySuffix': '€/mês'}}",flat,rent,79.0,3,1,rua Doutor Lacerda e Almeida,Lisboa,Penha de França,Centro,pt,38.7316747,-9.12882,False,https://www.idealista.pt/imovel/33899788/,"Arrenda-se T3 totalmente renovado, com remodelação a estrear, incluindo substituição de canalizações de água e esgotos, sistema elétrico, janelas com caixilharia nova oscilobatente e vidros duplos. Sala, cozinha totalmente equipada (com exaustor, placa, forno, termo acumulador, máquinas de lavar e frigorifico), três quartos, dois com roupeiros, uma casa de banho, varanda e marquise. Área: 79 m2. - Ref. 2173 - Mensalidade: € 1.800 Inquilino com emprego efetivo e um Fiador. Dois meses de renda e dois meses de caução. Documentos apresentar pelo Inquilino/s e Fiador/es: Cópias do Cartão de Cidadão; últimos três recibos de ordenado; Nota de liquidação do IRS do ano anterior. Detalhes do Imóvel Distrito: Lisboa - Concelho: Lisboa - Freguesia: Penha de França Estado: Renovado - Referência: 2173 Natureza: Apartamento - Tipologia: T3 - Área Bruta: 79 m² Categoria Energética: D - Arrendamento: 1 800 € Licença de Habitação: 552/1954.",False,good,False,True,23.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Apartamento na rua Doutor Lacerda e Almeida'}",False,False,False,False,False,False,2173,,
33899841,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/89/a8/21/271202237.webp,10,3,1150.0,"{'price': {'amount': 1150.0, 'currencySuffix': '€/mês'}}",flat,rent,52.0,1,1,"travessa Giestal, 40",Lisboa,Alcântara,Alto de Alcântara,pt,38.702868,-9.1906077,True,https://www.idealista.pt/imovel/33899841/,"**? VISITAS DISPONÍVEIS - FANTÁSTICO T1? **  Apresentamos este incrível apartamento T1, em excelente estado e pronto para o receber!  - **Espaço e conforto: ** Excelente área com cozinha totalmente renovada e equipada.  - **Eficiência energética: ** Janelas de classe A+ que garantem conforto térmico e acústico.  - **Mobilado: ** Inclui cama de casal com mesas de cabeceira, mesa de refeições e cozinha equipada.  - **Prédio com elevadores: ** Dois elevadores em funcionamento e condomínio bem conservado.  **Localização privilegiada: **  - Situado numa zona calma com praça para estacionamento.  - Próximo de serviços, escolas, transportes e do Rio Tejo.  - Acesso rápido à A5, Marginal e ao centro de Lisboa.  **Disponibilidade: **  - Visitas já abertas! Entrada disponível a partir de 1 de fevereiro.  **Condições: **  - Pagamento inicial de 3 rendas (primeiro e último mês + caução).  - Não são permitidos animais de estimação.  **Agende já a sua visita e descubra o seu próximo Lugar! **  Venha conhecer e deixe-se encantar.?",False,good,False,False,22.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Apartamento na travessa Giestal, 40'}",False,False,False,False,False,False,IM01370534B/2024,,
33899803,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/80/f8/4b/271201408.webp,17,,800.0,"{'price': {'amount': 800.0, 'currencySuffix': '€/mês'}}",flat,rent,35.0,1,1,Alameda - Praça do Chile - Almirante Reis,Lisboa,Arroios,São Jorge de Arroios,pt,38.7358911,-9.1299729,False,https://www.idealista.pt/imovel/33899803/,R. Carvalho araujo 51 2dto ed. 440 - tlm.,False,good,False,,23.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,440 2DTO,,Alameda - Praça do Chile - Almirante Reis
