propertyCode,size,rooms,bathrooms,municipality,latitude,longitude,newDevelopment,hasLift,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew
33865845,120.0,2,2,São Domingos de Benfica,38.7535428,-9.1716049,0,1,0,0,0,0,0,1,0,0,1,0,0
33865795,45.0,1,1,Arroios,38.7227604,-9.132751,0,0,0,0,0,0,0,1,0,0,1,0,0
33865718,35.0,1,1,Estrela,38.7148259,-9.1613734,0,0,0,0,0,0,0,1,0,0,1,0,0
33865702,50.0,1,1,Santa Maria Maior,38.7118096,-9.126688,0,0,0,0,0,0,0,1,0,0,1,0,0
33865553,223.0,3,3,Lumiar,38.7770976,-9.1503886,0,0,0,0,0,0,0,1,0,0,1,0,0
33865515,140.0,2,2,Olivais,38.7682417,-9.1066556,0,1,0,1,1,0,0,1,0,0,1,0,0
33865454,139.0,3,2,Estrela,38.7066289,-9.1713354,0,0,0,0,0,0,0,1,0,0,1,0,0
33865358,120.0,3,2,Alcântara,38.7019384,-9.1831179,0,1,0,0,0,0,0,1,0,0,1,0,0
33865274,51.0,1,1,Santo António,38.7225825,-9.1449752,0,0,0,0,0,0,0,1,0,0,1,0,0
33865263,77.0,2,1,Alvalade,38.7499475,-9.1416271,0,1,0,0,0,0,0,1,0,0,1,0,0
33865181,120.0,3,2,Campo de Ourique,38.7163376,-9.169473,0,0,0,0,0,0,0,1,0,0,1,0,0
33865114,79.0,2,1,Arroios,38.7320323,-9.1387393,0,0,0,0,0,0,0,1,0,0,1,0,0
33865085,84.0,3,2,Benfica,38.7436184,-9.1924331,0,1,0,0,0,0,0,1,0,0,1,0,0
33865081,40.0,1,1,Misericórdia,38.7082167,-9.1430265,0,0,0,0,0,0,0,1,0,0,1,0,0
33865020,120.0,2,2,Santa Maria Maior,38.7085922,-9.1355005,0,0,0,0,0,0,0,1,0,0,1,0,0
33051619,56.0,2,1,Beato,38.7346621,-9.1201525,0,0,0,0,0,0,0,1,0,0,1,0,0
33051618,53.0,2,1,Avenidas Novas,38.7413032,-9.1626637,0,0,0,0,0,0,0,1,0,0,1,0,0
33051616,56.0,2,1,Avenidas Novas,38.7410356,-9.1599916,0,0,0,0,0,0,0,1,0,0,1,0,0
33051615,53.0,2,1,Avenidas Novas,38.7414366,-9.1609416,0,0,0,0,0,0,0,1,0,0,1,0,0
33051614,56.0,2,1,Beato,38.7349036,-9.1219153,0,0,0,0,0,0,0,1,0,0,1,0,0
32737937,56.0,2,1,Beato,38.7344584,-9.1214453,0,1,0,0,0,0,0,1,0,0,1,0,0
32737936,56.0,1,1,Beato,38.7353086,-9.1236739,0,0,0,0,0,0,0,1,0,0,1,0,0
32762680,71.0,1,1,Parque das Nações,38.774696,-9.095936,0,1,0,0,0,0,0,1,0,0,1,0,0
33051613,53.0,2,1,Avenidas Novas,38.7417128,-9.162882,0,0,0,0,0,0,0,1,0,0,1,0,0
32695057,71.0,1,1,Parque das Nações,38.7733593,-9.0993925,0,1,0,0,0,0,0,1,0,0,1,0,0
33864982,74.0,1,1,Lumiar,38.7665573,-9.1529045,0,1,0,1,1,0,0,1,0,0,1,0,0
33864918,126.0,2,2,Santa Maria Maior,38.7119096,-9.135963,0,0,0,0,0,0,0,1,0,0,1,0,0
33864933,176.0,4,3,Lumiar,38.7616126,-9.1760413,0,1,0,1,1,0,0,1,0,0,1,0,0
33267940,55.0,1,1,Areeiro,38.7373527,-9.1276006,0,0,0,0,0,0,0,1,0,0,1,0,0
28894111,76.0,2,2,Campolide,38.7296313,-9.1645457,0,0,0,0,0,0,0,1,0,0,1,0,0
33864802,80.0,1,2,Estrela,38.7055659,-9.1686655,0,1,0,1,1,0,0,1,0,0,1,0,0
33864720,64.0,3,1,Penha de França,38.7303956,-9.1282195,0,0,0,0,0,0,0,1,0,0,1,0,0
32921091,45.0,1,1,Alcântara,38.7059957,-9.1827535,0,0,0,0,0,0,0,1,0,0,1,0,0
33864603,67.0,1,1,São Domingos de Benfica,38.7497518,-9.1819688,0,1,0,0,0,0,0,1,0,0,1,0,0
32870910,89.0,2,2,Campo de Ourique,38.7181562,-9.171767,0,0,0,0,0,0,0,1,0,0,1,0,0
33864460,87.0,1,2,Avenidas Novas,38.7320454,-9.1520525,0,1,0,1,1,0,0,1,0,0,1,0,0
33864292,148.0,3,2,Avenidas Novas,38.7386456,-9.1483653,0,1,0,0,0,0,0,1,0,0,1,0,0
33864356,85.0,1,1,Alvalade,38.7505985,-9.1670155,0,1,0,1,1,0,0,1,0,0,1,0,0
33864307,141.0,2,1,Marvila,38.7377656,-9.1069227,0,0,0,0,0,0,0,1,0,0,1,0,0
33864303,88.0,2,2,Campolide,38.7248996,-9.1613334,0,1,0,1,1,0,0,1,0,0,1,0,0
33842707,70.0,1,1,São Domingos de Benfica,38.7454077,-9.1683066,0,1,0,1,1,0,0,1,0,0,1,0,0
33864126,152.0,4,2,Avenidas Novas,38.7398462,-9.1479385,0,1,0,0,0,0,0,1,0,0,1,0,0
33864090,125.0,4,2,Santa Maria Maior,38.7095643,-9.1344247,0,0,0,0,0,0,0,1,0,0,1,0,0
33863895,50.0,1,2,Avenidas Novas,38.7273841,-9.1497725,0,1,0,1,0,0,0,1,0,0,1,0,0
33863894,94.0,3,2,Alvalade,38.7515988,-9.1446288,0,1,0,0,0,0,0,1,0,0,1,0,0
33863955,17.0,0,1,Avenidas Novas,38.7433237,-9.1516432,0,0,0,0,0,0,0,0,0,1,1,0,0
33863954,32.0,0,1,Santo António,38.7276736,-9.144245,0,0,0,0,0,0,0,0,0,1,1,0,0
33863952,48.0,1,1,Santa Maria Maior,38.7123628,-9.1275482,0,0,0,0,0,0,0,1,0,0,1,0,0
33863930,65.0,1,1,Campolide,38.7284529,-9.1629917,0,0,0,0,0,0,0,1,0,0,1,0,0
33863927,60.0,1,1,Santo António,38.7185068,-9.1441983,0,0,0,0,0,0,0,1,0,0,1,0,0
33863925,35.0,0,1,Estrela,38.7100029,-9.1638211,0,0,0,0,0,0,0,0,0,1,1,0,0
33863922,55.0,2,1,São Vicente,38.7155445,-9.1259605,0,0,0,0,0,0,0,1,0,0,1,0,0
33863875,65.0,2,2,Estrela,38.7115599,-9.1665019,0,0,0,0,0,0,0,1,0,0,1,0,0
33863890,145.0,4,3,São Domingos de Benfica,38.7460849,-9.1698342,0,1,0,0,0,0,0,1,0,0,1,0,0
33863847,139.0,2,2,Beato,38.7359051,-9.1064942,0,1,0,1,1,0,0,1,0,0,1,0,0
33863687,55.0,1,1,Santa Maria Maior,38.7110125,-9.1409742,0,0,0,0,0,0,0,1,0,0,1,0,0
33863711,190.0,3,3,Santa Clara,38.777357,-9.149468,0,1,0,1,1,0,0,1,0,0,1,0,0
33863435,98.0,3,2,Santa Clara,38.7763272,-9.1592976,0,1,0,0,0,0,0,1,0,0,1,0,0
33784025,81.0,2,1,Alvalade,38.7511766,-9.1488845,0,1,0,0,0,0,0,1,0,0,1,0,0
32414236,47.0,1,1,Estrela,38.7105903,-9.158688,0,1,0,1,1,0,0,1,0,0,1,0,0
33853450,44.0,1,1,Santa Maria Maior,38.7139358,-9.1327156,0,0,0,0,0,0,0,1,0,0,1,0,0
33848176,100.0,2,1,Campo de Ourique,38.7173643,-9.170494,0,0,0,0,0,0,0,1,0,0,1,0,0
33843150,98.0,2,1,Penha de França,38.7313716,-9.1274569,0,1,0,0,0,0,0,1,0,0,1,0,0
33850909,35.0,0,1,Misericórdia,38.7079141,-9.1475276,0,0,0,0,0,0,0,0,0,1,1,0,0
33843142,24.0,0,1,Avenidas Novas,38.7349954,-9.1555542,0,0,0,0,0,0,0,0,0,1,1,0,0
33277727,105.0,3,2,Lumiar,38.7734541,-9.1517979,0,1,0,0,0,0,0,1,0,0,1,0,0
33863365,128.0,0,1,Santa Maria Maior,38.7107715,-9.132227,0,0,0,0,0,0,0,0,0,1,1,0,0
33485775,61.0,1,1,Campolide,38.7264215,-9.1612264,0,1,0,1,1,0,0,1,0,0,1,0,0
33863134,96.0,3,2,Areeiro,38.740719,-9.1310138,0,0,0,0,0,0,0,1,0,0,1,0,0
33863150,60.0,1,1,Santa Maria Maior,38.7109493,-9.1377572,0,1,0,0,0,0,0,1,0,0,1,0,0
33857329,47.0,1,1,Arroios,38.7258309,-9.1353761,0,0,0,0,0,0,0,1,0,0,1,0,0
33508292,50.0,2,1,Ajuda,38.7054072,-9.2008327,0,0,0,0,0,0,0,1,0,0,1,0,0
33861289,144.0,2,2,Benfica,38.7492403,-9.1974613,0,1,0,0,0,0,0,1,0,0,1,0,0
33862801,125.0,2,2,Estrela,38.7086325,-9.1617647,0,1,0,0,0,0,0,1,0,0,1,0,0
31589059,150.0,4,3,Misericórdia,38.7099501,-9.151284,0,0,0,0,0,0,0,1,0,0,1,0,0
33862610,155.0,4,3,Campo de Ourique,38.7192465,-9.1650755,0,0,0,0,0,0,0,1,0,0,1,0,0
33862594,75.0,1,1,Santo António,38.7147057,-9.1474028,0,1,0,0,0,0,0,1,0,0,1,0,0
33862099,85.0,1,1,Areeiro,38.7432903,-9.1335359,0,1,0,1,1,0,0,1,0,0,1,0,0
33862553,50.0,1,1,Santa Maria Maior,38.709488,-9.1411702,0,1,0,0,0,0,0,1,0,0,1,0,0
33862414,91.0,2,2,Alvalade,38.749704,-9.1379812,0,0,0,0,0,0,0,1,0,0,1,0,0
33784946,136.0,3,3,Benfica,38.747141,-9.2058342,0,1,0,0,0,0,0,1,0,0,1,0,0
33845169,96.0,3,2,São Domingos de Benfica,38.7465918,-9.1850278,0,1,0,0,0,0,0,1,0,0,1,0,0
33862115,137.0,3,2,Lumiar,38.7738721,-9.160534,0,1,0,1,1,0,0,1,0,0,1,0,0
33862149,60.0,1,1,Santo António,38.7213336,-9.1441145,0,0,0,0,0,0,0,1,0,0,1,0,0
33862144,98.0,3,1,Misericórdia,38.710569,-9.1459792,0,0,0,0,0,0,0,1,0,0,1,0,0
33862087,60.0,1,1,Penha de França,38.7220826,-9.1297917,0,1,0,0,0,0,0,1,0,0,1,0,0
33451163,75.0,3,1,Santa Maria Maior,38.7093698,-9.1354866,0,0,0,0,0,0,0,1,0,0,1,0,0
33440137,45.0,1,1,Estrela,38.7072833,-9.1662469,0,0,0,0,0,0,0,1,0,0,1,0,0
33861702,115.0,2,2,Areeiro,38.7411661,-9.1275563,0,1,0,0,0,0,0,1,0,0,1,0,0
33860232,140.0,2,2,Estrela,38.703681,-9.1647071,0,0,0,0,0,0,1,0,0,0,1,0,0
33861529,166.0,3,3,Avenidas Novas,38.7363392,-9.1490564,0,1,0,1,1,0,0,1,0,0,1,0,0
33861525,45.0,2,1,Estrela,38.7165684,-9.1606686,0,0,0,0,0,0,0,1,0,0,1,0,0
33861524,32.0,1,1,Santa Maria Maior,38.7132424,-9.1287485,0,0,0,0,0,0,0,1,0,0,1,0,0
33861376,112.0,1,2,Misericórdia,38.7079269,-9.1415939,0,1,0,1,1,0,1,0,0,0,1,0,0
33488995,50.0,1,1,Misericórdia,38.7097508,-9.1509477,0,0,0,0,0,0,0,1,0,0,1,0,0
33861184,80.0,0,1,Misericórdia,38.7088001,-9.1455728,0,1,0,0,0,0,0,0,0,1,1,0,0
33861174,52.0,1,1,Alcântara,38.702868,-9.1906077,0,1,0,0,0,0,0,1,0,0,1,0,0
33861104,30.0,1,1,Santo António,38.720916,-9.1433891,0,0,0,0,0,0,0,1,0,0,1,0,0
33860934,57.0,1,1,Misericórdia,38.7129407,-9.1461141,0,1,0,0,0,0,0,1,0,0,1,0,0
33860768,144.0,3,3,São Vicente,38.7186684,-9.1298671,0,1,0,1,1,0,0,1,0,0,1,0,0
33860810,77.0,1,1,Santo António,38.7210259,-9.1502029,0,1,0,1,1,0,0,1,0,0,1,0,0
33860735,32.0,1,1,Estrela,38.7047755,-9.1653893,0,0,0,0,0,0,0,1,0,0,1,0,0
33860715,70.0,3,1,Campo de Ourique,38.7182846,-9.1644234,0,0,0,0,0,0,0,1,0,0,1,0,0
33860709,97.0,1,2,Beato,38.7344209,-9.1068337,0,1,0,1,1,0,0,1,0,0,1,0,0
33860713,119.0,3,2,São Domingos de Benfica,38.7482323,-9.168821,0,1,0,1,1,0,0,1,0,0,1,0,0
33860448,38.0,1,1,Avenidas Novas,38.7366414,-9.1494352,0,1,0,0,0,0,0,1,0,0,1,0,0
33860472,64.0,2,2,Estrela,38.7107892,-9.1560948,0,0,0,0,0,0,0,1,0,0,1,0,0
33860229,97.0,3,2,Alvalade,38.7470971,-9.1407347,0,1,0,0,0,0,0,1,0,0,1,0,0
33860076,130.0,2,2,Campo de Ourique,38.7154911,-9.1625668,0,0,0,0,0,0,0,1,0,0,1,0,0
33848930,112.0,2,1,Campolide,38.7237755,-9.1654984,0,1,0,0,0,0,0,1,0,0,1,0,0
33860034,50.0,2,1,Misericórdia,38.7160169,-9.14451,0,0,0,0,0,0,0,1,0,0,1,0,0
33860031,84.0,1,1,Santa Maria Maior,38.7109377,-9.1364909,0,0,0,0,0,0,0,1,0,0,1,0,0
33860029,50.0,2,2,Santa Maria Maior,38.7115167,-9.1396857,0,0,0,0,0,0,0,1,0,0,1,0,0
33857908,50.0,0,1,Estrela,38.7031551,-9.1662822,0,0,0,0,0,0,0,0,0,1,1,0,0
33859706,72.0,1,1,Estrela,38.7079768,-9.1566591,0,0,0,0,0,0,0,1,0,0,1,0,0
33859368,189.0,3,3,Alvalade,38.7542029,-9.1678895,0,1,0,1,1,0,0,1,0,0,1,0,0
33859884,206.0,4,3,Santo António,38.7241437,-9.1602534,0,1,0,0,0,0,0,1,0,0,1,0,0
33859847,47.0,0,1,Santo António,38.720748,-9.1512933,0,1,0,0,0,0,0,0,0,1,1,0,0
33859844,185.0,2,2,Carnide,38.759096,-9.1780095,0,1,0,1,1,0,0,1,0,0,1,0,0
33859828,77.0,2,2,Santo António,38.7244436,-9.1425424,0,1,0,0,0,0,0,1,0,0,1,0,0
33859789,159.0,4,2,Alvalade,38.7550715,-9.1429079,0,0,0,0,0,0,0,1,0,0,1,0,0
33859797,110.0,2,2,Benfica,38.7470251,-9.1965467,0,1,0,1,1,0,0,1,0,0,1,0,0
33859497,65.0,2,2,Ajuda,38.7026369,-9.193934,0,0,0,0,0,0,0,1,0,0,1,0,0
33567392,145.0,3,3,Campolide,38.7253778,-9.1607108,0,1,0,1,1,0,0,1,0,0,1,0,0
33843113,40.0,1,1,Misericórdia,38.7074035,-9.1466004,0,0,0,0,0,0,0,1,0,0,1,0,0
33118079,140.0,1,2,Alcântara,38.7082861,-9.1767298,0,0,0,0,0,0,0,1,0,0,1,0,0
33859413,54.0,1,1,Santa Maria Maior,38.7117076,-9.1423026,0,1,0,0,0,0,0,1,0,0,1,0,0
33859430,110.0,2,2,Parque das Nações,38.7785645,-9.0978133,0,1,0,1,1,0,0,1,0,0,1,0,0
33451195,68.0,1,1,Santa Maria Maior,38.7135888,-9.1280207,0,0,0,0,0,0,0,1,0,0,1,0,0
33284994,38.0,1,1,São Vicente,38.7135205,-9.1288729,0,0,0,0,0,0,0,1,0,0,1,0,0
33859137,51.0,1,1,Marvila,38.7433822,-9.0997559,0,1,0,1,1,0,0,1,0,0,1,0,0
33859041,71.0,1,1,Avenidas Novas,38.7360966,-9.1482405,0,1,0,1,1,0,0,1,0,0,1,0,0
33859040,125.0,3,2,Campolide,38.7259207,-9.1589835,0,0,0,1,1,0,0,1,0,0,1,0,0
32569220,80.0,1,2,Alvalade,38.7574276,-9.133621,0,0,0,0,0,0,0,1,0,0,1,0,0
33026462,60.0,1,1,Beato,38.7366358,-9.1234135,0,0,0,0,0,0,0,1,0,0,1,0,0
33858922,54.0,1,1,Santa Maria Maior,38.7131925,-9.1425462,0,0,0,0,0,0,0,1,0,0,1,0,0
33858877,80.0,1,1,São Domingos de Benfica,38.7491268,-9.1712,0,1,0,1,1,0,0,1,0,0,1,0,0
33858802,160.0,3,2,Arroios,38.7290107,-9.1344059,0,1,0,1,1,0,0,1,0,0,1,0,0
33858761,83.0,2,2,Santo António,38.7253763,-9.1459452,0,1,0,0,0,0,0,1,0,0,1,0,0
32247153,138.0,3,2,São Domingos de Benfica,38.7466956,-9.1832473,0,1,0,0,0,0,0,1,0,0,1,0,0
33858684,127.0,3,2,Campo de Ourique,38.7192263,-9.1648433,0,1,0,0,0,0,0,1,0,0,1,0,0
33858573,205.0,4,3,São Domingos de Benfica,38.7526317,-9.1685804,0,1,0,1,1,0,0,1,0,0,1,0,0
33858534,170.0,3,3,Campo de Ourique,38.7154198,-9.1557915,0,1,0,1,1,0,0,1,0,0,1,0,0
30676317,95.0,3,2,Misericórdia,38.70889,-9.1522204,0,0,0,0,0,0,0,1,0,0,1,0,0
33858446,74.0,3,1,Penha de França,38.7257852,-9.1201741,0,1,0,0,0,0,0,1,0,0,1,0,0
32240365,49.0,2,1,Areeiro,38.745265,-9.1417662,0,0,0,0,0,0,0,1,0,0,1,0,0
33858334,100.0,3,2,São Domingos de Benfica,38.743286,-9.1841505,0,1,0,1,1,0,0,1,0,0,1,0,0
33858238,60.0,2,1,Ajuda,38.7037374,-9.1966951,0,0,0,0,0,0,0,1,0,0,1,0,0
32367972,164.0,3,3,Santo António,38.7212601,-9.1517284,0,1,0,1,1,0,0,1,0,0,1,0,0
32124861,49.0,2,1,Areeiro,38.7448763,-9.1403261,0,0,0,0,0,0,0,1,0,0,1,0,0
33858144,50.0,1,1,Santo António,38.7202042,-9.1411576,0,0,0,0,0,0,0,1,0,0,1,0,0
33858019,110.0,2,3,Areeiro,38.745154,-9.1312918,0,1,0,0,0,0,0,1,0,0,1,0,0
33858016,181.0,3,3,Parque das Nações,38.7783141,-9.0964684,0,1,0,1,1,0,0,1,0,0,1,0,0
33857958,95.0,1,2,São Vicente,38.7207895,-9.125598,0,0,0,1,1,0,0,1,0,0,1,0,0
33858024,76.0,1,1,Santa Maria Maior,38.708293,-9.1419675,0,1,0,1,1,0,0,1,0,0,1,0,0
33856124,100.0,2,2,Santo António,38.7211798,-9.1440953,0,0,0,0,0,0,1,0,0,0,1,0,0
33857970,94.0,2,2,Estrela,38.7053185,-9.1653698,0,0,0,0,0,0,0,1,0,0,1,0,0
33855220,17.0,0,1,Avenidas Novas,38.7446173,-9.1540525,0,0,0,0,0,0,0,0,0,1,1,0,0
33857897,50.0,0,1,Avenidas Novas,38.7310359,-9.1449988,0,1,0,0,0,0,0,0,0,1,1,0,0
33855210,50.0,1,1,Santo António,38.7212349,-9.1516374,0,0,0,0,0,0,0,1,0,0,1,0,0
33857873,60.0,1,2,Estrela,38.7100397,-9.1636685,0,0,0,0,0,0,0,1,0,0,1,0,0
33857871,65.0,1,1,Benfica,38.7407999,-9.200695,0,0,0,0,0,0,0,1,0,0,1,0,0
33857773,33.0,0,1,São Domingos de Benfica,38.7500431,-9.1683314,0,0,0,0,0,0,0,0,0,1,1,0,0
33857763,34.0,0,1,São Domingos de Benfica,38.7502212,-9.1671891,0,0,0,0,0,0,0,0,0,1,1,0,0
33857759,35.0,0,1,São Domingos de Benfica,38.747627,-9.1688144,0,0,0,0,0,0,0,0,0,1,1,0,0
33857734,36.0,0,1,São Domingos de Benfica,38.7492383,-9.1680539,0,0,0,0,0,0,0,0,0,1,1,0,0
33857689,91.0,2,1,Lumiar,38.7669248,-9.1531096,0,1,0,0,0,0,0,1,0,0,1,0,0
33857710,39.0,1,1,Avenidas Novas,38.7365407,-9.1482214,0,1,0,0,0,0,0,1,0,0,1,0,0
33857603,82.0,1,1,Avenidas Novas,38.7405605,-9.1445466,0,1,0,0,0,0,0,1,0,0,1,0,0
33857562,60.0,1,1,Alvalade,38.7478461,-9.1402475,0,1,0,0,0,0,0,1,0,0,1,0,0
33857495,139.0,3,2,Santa Clara,38.7805182,-9.1603315,0,1,0,0,0,0,0,1,0,0,1,0,0
33857492,139.0,3,3,Lumiar,38.7757168,-9.1493859,0,1,0,1,1,0,0,1,0,0,1,0,0
33857268,86.0,1,2,Lumiar,38.7754401,-9.1516425,0,1,0,1,1,0,0,1,0,0,1,0,0
33857276,148.0,3,3,Campo de Ourique,38.7175064,-9.1589861,0,1,0,0,0,0,0,1,0,0,1,0,0
33857270,160.0,2,2,Parque das Nações,38.7747809,-9.0987695,0,1,0,1,1,0,0,1,0,0,1,0,0
33856948,70.0,1,1,São Vicente,38.7197614,-9.1325029,0,0,0,0,0,0,0,1,0,0,1,0,0
33851434,100.0,2,1,São Vicente,38.7147395,-9.1242769,0,0,0,0,0,0,0,1,0,0,1,0,0
33832381,60.0,1,1,Ajuda,38.7021858,-9.2021116,0,0,0,0,0,0,0,1,0,0,1,0,0
33856882,50.0,1,1,Avenidas Novas,38.7275946,-9.1580291,0,1,0,1,1,0,0,1,0,0,1,0,0
33856876,85.0,2,3,Ajuda,38.7066046,-9.1997498,0,0,0,0,0,0,0,1,0,0,1,0,0
33578759,213.0,3,2,Parque das Nações,38.7820263,-9.096283,0,1,0,0,0,0,0,1,0,0,1,0,0
33043488,40.0,0,1,Avenidas Novas,38.7446376,-9.1589756,0,0,0,0,0,0,0,0,0,1,1,0,0
33856845,60.0,1,1,Parque das Nações,38.7774757,-9.0934302,0,1,0,0,0,0,0,1,0,0,1,0,0
33856797,94.0,2,1,Avenidas Novas,38.7381305,-9.1538935,0,1,0,0,0,0,0,1,0,0,1,0,0
33856597,62.0,1,1,Parque das Nações,38.773982,-9.0976157,0,1,0,1,1,0,0,1,0,0,1,0,0
33856326,167.0,3,2,Lumiar,38.7783355,-9.15508,0,1,0,1,1,0,0,1,0,0,1,0,0
30607204,45.0,1,1,São Domingos de Benfica,38.7466175,-9.181096,0,0,0,0,0,0,0,1,0,0,1,0,0
33856265,214.0,4,2,Lumiar,38.7629549,-9.1750814,0,1,0,0,0,0,0,1,0,0,1,0,0
33856079,91.0,2,1,Lumiar,38.7628241,-9.1732454,0,1,0,1,1,0,0,1,0,0,1,0,0
33855935,46.0,1,1,Estrela,38.7034304,-9.1656555,0,0,0,0,0,0,0,1,0,0,1,0,0
33855931,50.0,1,1,Misericórdia,38.7154504,-9.1536115,0,0,0,0,0,0,0,1,0,0,1,0,0
33855788,95.0,4,2,Santa Maria Maior,38.7098033,-9.1269807,0,0,0,0,0,0,0,1,0,0,1,0,0
33855900,132.0,3,2,Campo de Ourique,38.7202647,-9.1704904,0,0,0,0,0,0,0,1,0,0,1,0,0
33855753,135.0,4,2,Areeiro,38.7446068,-9.1448802,0,1,0,0,0,0,0,1,0,0,1,0,0
33855591,68.0,1,1,Misericórdia,38.7098432,-9.1539669,0,1,0,0,0,0,0,1,0,0,1,0,0
29842517,56.0,2,2,Arroios,38.7210137,-9.1382934,0,0,0,0,0,0,1,0,0,0,1,0,0
33854821,120.0,5,2,Arroios,38.7304624,-9.1420357,0,0,0,0,0,0,0,1,0,0,1,0,0
33850294,149.0,3,3,Parque das Nações,38.7848861,-9.0967121,0,1,0,0,0,1,0,0,0,0,1,0,0
33850320,94.0,2,3,Santo António,38.7162071,-9.1505777,0,1,0,0,0,0,0,1,0,0,1,0,0
33850310,52.0,1,1,Santo António,38.7146267,-9.1523733,0,1,0,0,0,0,0,1,0,0,1,0,0
33850282,52.0,1,1,Santo António,38.7146067,-9.1528187,0,1,0,0,0,0,0,1,0,0,1,0,0
33850284,52.0,1,1,Santo António,38.7139646,-9.151413,0,1,0,0,0,0,0,1,0,0,1,0,0
33850329,178.0,3,3,Belém,38.7032387,-9.2053869,0,1,0,0,0,0,0,1,0,0,1,0,0
33850457,66.0,1,1,Estrela,38.715942,-9.1639544,0,1,0,0,0,0,0,1,0,0,1,0,0
33850523,174.0,3,3,Estrela,38.7051595,-9.163856,0,1,0,0,0,0,0,1,0,0,1,0,0
33850538,109.0,2,3,Avenidas Novas,38.7346871,-9.1509361,0,1,0,0,0,0,0,1,0,0,1,0,0
33850577,114.0,2,2,Misericórdia,38.7123455,-9.1485666,0,0,0,0,0,0,0,1,0,0,1,0,0
33851627,101.0,2,2,Marvila,38.745994,-9.0983111,0,1,0,0,0,0,0,1,0,0,1,0,0
33851989,81.0,1,1,Santo António,38.7286833,-9.1477791,0,1,0,0,0,0,0,1,0,0,1,0,0
33850157,85.0,1,2,Santo António,38.7214217,-9.1436362,0,1,0,0,0,0,0,1,0,0,1,0,0
33850155,160.0,3,2,Campo de Ourique,38.7198157,-9.156637,0,1,0,0,0,0,0,1,0,0,1,0,0
33851209,152.0,3,3,Avenidas Novas,38.7382048,-9.1458053,0,1,0,0,0,0,0,1,0,0,1,0,0
33855434,58.0,1,1,Arroios,38.7332371,-9.13406,0,1,0,1,1,0,0,1,0,0,1,0,0
33204200,80.0,1,2,Arroios,38.7298953,-9.1470031,0,1,0,1,1,0,0,1,0,0,1,0,0
33855420,80.0,1,2,Arroios,38.7284547,-9.145265,0,1,0,1,1,0,0,1,0,0,1,0,0
33855282,67.0,1,1,Arroios,38.7269686,-9.1351832,0,1,0,0,0,0,0,1,0,0,1,0,0
33855332,58.0,2,1,Avenidas Novas,38.7412706,-9.1501489,0,0,0,0,0,0,0,1,0,0,1,0,0
33855175,50.0,0,1,Santa Maria Maior,38.7108579,-9.1373846,0,0,0,0,0,0,0,0,0,1,1,0,0
33855163,60.0,1,1,Arroios,38.7269524,-9.1453611,0,0,0,0,0,0,0,1,0,0,1,0,0
33855161,131.0,2,2,Santo António,38.7272984,-9.1456747,0,1,0,0,0,0,0,1,0,0,1,0,0
33855150,79.0,2,1,Belém,38.6992062,-9.1976548,0,0,0,0,0,0,0,1,0,0,1,0,0
33855147,65.0,2,1,Penha de França,38.7309365,-9.1311247,0,0,0,0,0,0,0,1,0,0,1,0,0
33855113,65.0,1,1,Avenidas Novas,38.7325106,-9.1449925,0,1,0,0,0,0,0,1,0,0,1,0,0
33855111,114.0,2,1,Alcântara,38.6971497,-9.1921231,0,0,0,0,0,0,0,1,0,0,1,0,0
33855087,65.0,1,1,Benfica,38.742429,-9.201403,0,0,0,0,0,0,0,1,0,0,1,0,0
33855078,45.0,1,1,Santa Maria Maior,38.7137964,-9.1333061,0,0,0,0,0,0,0,1,0,0,1,0,0
33855074,50.0,0,1,Misericórdia,38.7103604,-9.150113,0,0,0,0,0,0,0,0,0,1,1,0,0
33855067,25.0,0,1,Alcântara,38.7044168,-9.1785064,0,0,0,0,0,0,0,0,0,1,1,0,0
33855059,70.0,2,2,Estrela,38.7129779,-9.1656873,0,0,0,0,0,0,0,1,0,0,1,0,0
33855058,75.0,1,1,Misericórdia,38.7106134,-9.1515644,0,0,0,0,0,0,0,1,0,0,1,0,0
33855049,95.0,2,2,Campo de Ourique,38.7179074,-9.1652674,0,0,0,0,0,0,0,1,0,0,1,0,0
33854922,54.0,1,1,Santa Maria Maior,38.7126194,-9.1255707,0,1,0,0,0,0,0,1,0,0,1,0,0
33854896,44.0,1,1,Misericórdia,38.7099733,-9.1488288,0,1,0,0,0,0,0,1,0,0,1,0,0
33854873,69.0,3,1,Penha de França,38.7239895,-9.1300451,0,1,0,0,0,0,0,1,0,0,1,0,0
33854825,159.0,3,2,Marvila,38.74676,-9.1225657,0,1,0,1,1,0,0,1,0,0,1,0,0
33648321,85.0,2,1,São Vicente,38.7164106,-9.1330068,0,1,0,1,1,0,0,1,0,0,1,0,0
33854647,74.0,2,1,Avenidas Novas,38.7444212,-9.1573971,0,1,0,0,0,0,0,1,0,0,1,0,0
33854585,38.0,0,1,São Domingos de Benfica,38.7438747,-9.1776,0,0,0,0,0,0,0,0,0,1,1,0,0
33854548,50.0,1,1,Santo António,38.719952,-9.1414943,0,0,0,0,0,0,0,1,0,0,1,0,0
33854461,110.0,3,2,Alvalade,38.7600025,-9.1389133,0,0,0,0,0,0,1,0,0,0,1,0,0
